,genres,artist_popularity
Kainbeats,"['anime lo-fi', 'lo-fi beats']",57
Bryson Tiller,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']",78
kevatta,[],24
Dizzy Fae,"['alternative r&b', 'escape room', 'minneapolis indie']",42
RuPaul,"['dance pop', 'diva house', 'pop', 'strut']",57
Boy Blue,[],3
Justin Bieber,"['canadian pop', 'pop']",89
Ryn Weaver,"['electropop', 'indie poptimism']",50
Jaden,"['hip hop', 'pop', 'rap']",68
Wisp X,['kawaii edm'],35
Hayley Kiyoko,"['alt z', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'pop', 'post-teen pop']",60
M.I.A.,"['dance pop', 'indietronica', 'new rave']",66
Eames,[],8
Kreaem,[],28
Us3,"['jazz rap', 'nu jazz']",44
Alina Baraz,"['electropop', 'etherpop', 'pop', 'r&b']",65
Maxine Nightingale,['classic uk pop'],47
The Japanese House,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern dream pop', 'pop', 'vapor soul']",56
Nao,"['alternative r&b', 'indie soul', 'neo soul', 'pop', 'r&b', 'uk contemporary r&b']",57
leaf beach,"['chillhop', 'jazz boom bap', 'lo-fi beats']",39
Slide20xx,[],23
2 Chainz,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",75
Shawn Scooter,[],22
Ella Mai,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",69
Vague003,['boston hip hop'],37
DRWN.,"['chillhop', 'jazz boom bap', 'lo-fi beats', 'lo-fi jazzhop']",41
All Your Sisters,"['dark post-punk', 'grave wave']",27
Clean Bandit,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",74
Reddish Blu,[],21
Dora Jar,['indie pop'],45
Weyes Blood,"['art pop', 'experimental folk', 'indie pop']",61
Phoebe Bridgers,"['indie pop', 'la indie']",75
Brooke Candy,"['alternative r&b', 'dance pop', 'electropop', 'escape room', 'lgbtq+ hip hop', 'pink noise', 'pop', 'strut', 'trap queen', 'viral rap']",47
Bien,['indie electropop'],51
Frank Ocean,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",83
Omori,[],59
Sindy,['nordic shoegaze'],26
Artichoke,"['stomp and whittle', 'stomp pop']",3
Mel Tillis,['outlaw country'],33
Just Big Hills,"['lo-fi beats', 'lo-fi chill', 'sad lo-fi']",42
Ecco2k,"['drain', 'glitchcore', 'hyperpop']",60
Japanese Breakfast,"['art pop', 'eugene indie', 'indie pop', 'philly indie']",59
Tegan and Sara,"['canadian indie', 'indie pop', 'lilith', 'metropopolis', 'permanent wave']",58
Poppy,"['alt z', 'art pop', 'electropop', 'escape room', 'pop', 'viral rap']",59
idntrmmbr,[],16
Hook,[],31
Dwyer,['chillhop'],28
Jazzbois,"['indie jazz', 'modern jazz trio', 'uk contemporary jazz']",42
Cerrone,"['disco', 'disco house', 'filter house', 'hi-nrg', 'post-disco', 'vintage french electronic']",47
White Shinobi,['lo-fi chill'],28
Quarters of Change,[],47
Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",85
Slime Girls,[],28
Tep No,"['deep tropical house', 'edm', 'indie soul', 'new french touch', 'tropical house', 'vapor soul']",56
glue70,['future funk'],44
Aests,['future funk'],43
Diana Ross,"['dance pop', 'disco', 'motown', 'quiet storm', 'soul']",65
Slaters,['nyc pop'],16
Rav,"['lo-fi rap', 'meme rap']",55
Gus Glasser,[],32
Nebu Kiniza,"['melodic rap', 'plugg', 'trap', 'underground hip hop', 'vapor trap']",52
The Carters,"['pop', 'r&b', 'rap', 'urban contemporary']",54
The Weather Station,"['art pop', 'chamber psych', 'indie folk', 'modern folk rock']",44
cupcakKe,"['chicago rap', 'dance pop', 'rap', 'trap queen', 'viral rap']",58
Hikaru Utada,"['anime', 'classic j-pop', 'j-pop', 'japanese singer-songwriter']",64
Isaz,[],5
Chloe Frances,['lo-fi indie'],39
tusken.,"['chillhop', 'jazz boom bap', 'lo-fi beats']",37
Lauren Bousfield,['transpop'],29
Pinc Louds,['puerto rican indie'],33
90sFlav,['lo-fi beats'],52
Sia,"['australian dance', 'australian pop', 'dance pop', 'pop']",83
DRAM,"['pop rap', 'rap', 'underground hip hop', 'virginia hip hop']",61
brillion.,['lo-fi beats'],52
Sky Ferreira,"['art pop', 'candy pop', 'dance pop', 'electropop', 'escape room', 'indie pop', 'la indie', 'metropopolis', 'neo-synthpop', 'pop']",51
Cat Paw,['lo-fi beats'],36
Indigo De Souza,"['asheville indie', 'bubblegrunge', 'indie pop', 'indie rock']",52
Aly & AJ,"['dance pop', 'electropop', 'girl group', 'indie pop', 'indie poptimism', 'pop', 'post-teen pop']",58
Saweetie,"['cali rap', 'dance pop', 'pop', 'rap', 'trap queen']",71
Kacey Musgraves,"['country dawn', 'pop', 'texas country']",69
Mac DeMarco,"['edmonton indie', 'lo-fi indie']",76
アトラスサウンドチーム,['japanese vgm'],60
Vansire,"['bedroom pop', 'indie pop', 'rochester mn indie']",68
Dontcry,['lo-fi beats'],57
Sebastian Kamae,['lo-fi beats'],56
Manila Killa,"['edm', 'electropop', 'future bass', 'indie electropop', 'melodic dubstep', 'pop edm', 'vapor soul', 'vapor twitch']",46
Sevdaliza,"['alternative r&b', 'art pop', 'electropop', 'escape room', 'persian electronic']",50
half•alive,"['alt z', 'indie pop', 'modern alternative rock', 'modern rock']",60
Knowmadic,"['chillhop', 'lo-fi beats']",44
Phoebe Ryan,"['alt z', 'electropop', 'indie electropop', 'indie poptimism']",55
tides.,"['chillhop', 'lo-fi beats']",32
Emily Blue,[],26
Merzbow,"['drone', 'experimental', 'experimental rock', 'industrial', 'japanoise', 'noise', 'sound art']",28
Glee Cast,"['glee club', 'hollywood', 'post-teen pop']",71
eleven,['focus beats'],36
BluntOne,"['chillhop', 'lo-fi beats']",50
Oxymorrons,[],26
Altitude.,['japanese chillhop'],30
Mt. Marcy,"['japanese chillhop', 'lo-fi beats']",31
NEIKED,"['dance pop', 'edm', 'pop', 'pop dance', 'scandipop', 'tropical house']",65
kerri,"['chill pop', 'chill r&b', 'lo-fi chill']",37
Henry Hall,['la indie'],25
Broey.,['focus beats'],29
Henrique Napolitano,[],11
BØRNS,"['modern rock', 'pop']",66
Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",87
Billie Eilish,"['art pop', 'electropop', 'pop']",88
Instupendo,['weirdcore'],55
Digital Farm Animals,['uk dance'],61
Berhana,"['alternative r&b', 'indie r&b', 'indie soul']",50
Anna of the North,"['electropop', 'indie poptimism', 'norwegian pop', 'vapor pop']",59
Alicia Drayton,[],2
KAYTRANADA,"['escape room', 'lgbtq+ hip hop']",68
Shawn Mendes,"['canadian pop', 'dance pop', 'pop', 'viral pop']",83
Holy Fuck,"['alternative dance', 'chamber psych', 'dance-punk', 'electronic rock', 'electronica', 'new rave']",41
Engelwood,"['chillhop', 'future funk']",49
leon chang,['lo-fi vgm'],42
Zonderling,"['edm', 'electro house', 'progressive house']",56
Letskey,[],27
Nokiaa,"['chillhop', 'lo-fi beats']",53
Mura Masa,"['channel islands indie', 'hyperpop', 'vapor soul']",63
Trella,"['indie electropop', 'jacksonville indie']",40
Santigold,"['alternative dance', 'art pop', 'electropop', 'escape room', 'new rave']",57
Bktherula,"['pluggnb', 'vapor trap', 'viral rap']",53
[bsd.u],"['chillhop', 'japanese chillhop', 'lo-fi beats']",51
DJ Sabrina The Teenage DJ,['escape room'],32
BETWEEN FRIENDS,"['indie pop', 'la pop', 'modern rock', 'pop']",57
Kate Bush,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",73
Salami Rose Joe Louis,['bedroom pop'],46
Betty Who,"['australian dance', 'dance pop', 'electropop', 'indie poptimism', 'metropopolis', 'pop', 'post-teen pop']",56
Rae Khalil,['oc indie'],39
Paklite,[],33
Pheeno,['future bass'],31
Kreayshawn,['escape room'],42
Flo Rida,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",77
Bmyshadow,[],22
Jessy J,"['smooth jazz', 'smooth saxophone']",41
Jaymie Deville,[],29
Jeremy Zucker,"['electropop', 'pop']",72
Air Traffic Controller,"['folk-pop', 'hopebeat', 'indie poptimism', 'shiver pop']",44
Men I Trust,['indie pop'],69
Katy Perry,"['dance pop', 'pop']",84
Lana Del Rey,"['art pop', 'pop']",88
be steadwell,"['dc indie', 'escape room', ""women's music""]",26
Anamanaguchi,"['bitpop', 'chiptune', 'indie game soundtrack', 'nintendocore']",49
Rhymefest,"['alternative hip hop', 'chicago rap']",33
Sinéad Harnett,"['alternative r&b', 'chill r&b', 'gauze pop', 'indie r&b', 'r&b', 'uk contemporary r&b']",57
BIA,"['r&b', 'rap', 'rap latina', 'trap queen', 'viral rap']",70
North,[],2
A L E X,['lo-fi beats'],50
Salt,[],1
ChillHop Cafe,['lo-fi product'],38
Akinu,['focus beats'],23
Koi Child,"['australian hip hop', 'west australian hip hop']",26
Super Mario 64,[],41
Brad stank,['indie garage rock'],48
Ralph Castelli,"['alaska indie', 'indie pop']",58
Wintergatan Soundtracks,[],23
RYAN Playground,['montreal indie'],11
Transviolet,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'metropopolis', 'pop', 'vapor soul']",45
Jordan Maxwell,"['lo-fi beats', 'lo-fi chill', 'sad lo-fi']",38
Solange,"['afrofuturism', 'alternative r&b', 'dance pop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']",60
invention_,"['chillhop', 'lo-fi beats']",42
Chris Christodoulou,"['indie game soundtrack', 'video game music']",47
Abhi The Nomad,"['desi hip hop', 'pop rap']",56
Dresage,['la pop'],35
Ari Hoenig,"['contemporary jazz', 'jazz', 'jazz drums', 'straight-ahead jazz']",34
Bossy Love,['gauze pop'],3
Kaffetorsk,['norwegian space disco'],19
Orca Vibes,['lo-fi beats'],27
Hentaidesu,['lo-fi beats'],48
Pinkshinyultrablast,"['dream pop', 'dreamgaze', 'dreamo', 'indie shoegaze', 'nu gaze', 'russian shoegaze', 'shoegaze']",36
Widdly 2 Diddly,[],34
Cashmere Cat,"['dance pop', 'downtempo', 'pop', 'post-teen pop', 'shiver pop']",55
Dorian Electra,"['escape room', 'hyperpop', 'pink noise', 'proto-hyperpop']",48
A[way],['lo-fi beats'],39
Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",74
Grumpysnorlax,"['lo-fi vgm', 'pokemon']",27
JOBIE,[],3
Naomi Wild,['indie electropop'],56
Ryann,['modern indie pop'],32
Gonza,[],20
Breakbot,"['alternative dance', 'filter house', 'nu disco']",55
Smuv,"['chillhop', 'jazz boom bap', 'lo-fi beats', 'lo-fi jazzhop']",47
Limp Bizkit,"['alternative metal', 'funk metal', 'nu metal', 'rap metal']",72
Dominique,['vapor soul'],18
Caulden,['focus beats'],23
Tom Winter,"['lo-fi vgm', 'scorecore', 'vgm instrumental']",26
September Savior,['meme rap'],22
Blvk,"['chillhop', 'lo-fi beats']",44
Lifeformed,"['bitpop', 'indie game soundtrack']",42
Soudiere,"['phonk', 'underground hip hop', 'wave']",50
j^p^n,[],54
Julio June,[],18
Amber Mark,"['alternative r&b', 'indie r&b', 'indie soul', 'neo soul', 'nyc pop', 'r&b']",58
EZI,"['alt z', 'electropop', 'nyc pop']",49
Britney Spears,"['dance pop', 'pop']",80
SBTRKT,"['electronica', 'electropop', 'future garage', 'new rave', 'uk bass']",49
Slauson Malone,"['experimental hip hop', 'psychedelic hip hop']",41
lowpass,[],5
MICHELLE,"['bedroom pop', 'indie pop', 'indie r&b']",53
Aretha Franklin,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",69
Teyana Taylor,"['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'r&b', 'rap', 'urban contemporary']",61
Whoops,[],14
Zolita,"['alt z', 'electropop', 'indie pop', 'indie poptimism', 'pop', 'post-teen pop']",51
Boney James,"['smooth jazz', 'smooth saxophone']",52
Sigrid,['norwegian pop'],62
Toonorth,"['chillhop', 'lo-fi beats']",41
Jupiter e io,[],2
Daughter,['shimmer pop'],61
Torraine Futurum,[],5
Alice Glass,"['dark pop', 'escape room', 'hyperpop']",43
Donatachi,"['australian electropop', 'escape room', 'hyperpop', 'pink noise', 'proto-hyperpop']",29
Jay Rock,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",70
Carrie Carlton Quartet,['background jazz'],31
Daniel Caesar,"['canadian contemporary r&b', 'pop', 'r&b']",76
The Black Keys,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",69
Pretty Sick,"['dream pop', 'indie pop', 'lo-fi indie']",47
Made in M,"['chillhop', 'lo-fi beats']",54
Jazzinuf,['chillhop'],56
Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",83
John Lennon,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock']",70
ZAYN,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",75
Iris Temple,['bedroom soul'],28
Internet Strangers,[],4
Distant.face,[],29
The Licks,['socal indie'],39
Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",82
WEDNESDAY CAMPANELLA,"['hyperpop', 'japanese dance pop', 'japanese electropop']",55
Belaganas,['phoenix indie'],37
Freddie Gibbs,"['alternative hip hop', 'hip hop', 'indiana hip hop', 'rap', 'southern hip hop', 'underground hip hop']",69
VÉRITÉ,"['alt z', 'brooklyn indie', 'dark pop', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'nyc pop', 'pop', 'vapor pop', 'vapor soul']",49
"Sarah, the Illstrumentalist",['study beats'],43
Euge Groove,"['smooth jazz', 'smooth saxophone']",47
Kari Faux,"['alternative r&b', 'arkansas hip hop', 'escape room', 'indie r&b', 'indie soul', 'multidisciplinary', 'trap queen']",45
Natureboy Flako,['wonky'],30
Spoon,"['alternative rock', 'austindie', 'indie rock', 'modern rock', 'pop rock', 'rock']",58
Parisalexa,['alternative r&b'],33
DAISY,['la pop'],37
Laura Sauvage,['indie quebecois'],6
Yung Gravy,['minnesota hip hop'],73
6LACK,"['atl hip hop', 'hip hop', 'melodic rap', 'pop', 'r&b', 'rap', 'trap']",74
Mild High Club,"['indie garage rock', 'neo-psychedelic']",61
Eirik Suhrke,['indie game soundtrack'],27
Seneca B,[],28
girl in red,"['bedroom pop', 'indie pop', 'norwegian indie', 'pop']",76
Jesse Boykins III,"['neo r&b', 'neo soul']",42
Cocteau Twins,"['alternative rock', 'art pop', 'art rock', 'dream pop', 'ethereal wave', 'melancholia', 'new wave', 'scottish indie', 'shoegaze']",62
Glass Animals,"['gauze pop', 'indietronica', 'shiver pop']",77
Numl6ck,"['glitchcore', 'hyperpop']",39
Arbour,"['chillhop', 'lo-fi beats']",45
Daniel Pemberton,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",55
LOOΠΔ / ODD EYE CIRCLE,"['k-pop', 'k-pop girl group']",48
Kacy Hill,"['electropop', 'indie pop', 'la pop', 'modern alternative pop', 'vapor soul']",61
Salina Killa,[],34
Latto,"['pop', 'rap', 'trap queen']",71
AdimProd,[],6
Hearts & Colors,"['neo mellow', 'pop rock', 'post-teen pop', 'viral pop']",51
Yo Gotti,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",66
Harry Styles,['pop'],89
Melody's Echo Chamber,"['dream pop', 'experimental pop', 'french psychedelic', 'french shoegaze', 'indie garage rock', 'indie rock', 'neo-psychedelic', 'shiver pop']",49
Collosia,['lo-fi vgm'],44
Knox Fortune,['chicago indie'],48
Snakehips,"['edm', 'electropop', 'pop', 'pop dance', 'tropical house']",61
Show Me the Body,['noise punk'],47
Ameba,['lo-fi beats'],35
DeJ Loaf,"['detroit hip hop', 'pop r&b', 'r&b', 'trap', 'trap queen']",61
Ryan Beatty,"['bedroom soul', 'indie pop']",47
Two Sleepy,['lo-fi beats'],29
Dweeb,"['chillhop', 'lo-fi beats']",37
[ocean jams],['lo-fi beats'],36
Goth Babe,"['indie rock', 'modern rock']",61
Kevin Creel,[],23
Hoodlem,['vapor soul'],27
Galantis,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",73
NOTD,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']",65
jalowo,[],21
My Chemical Romance,"['emo', 'pop punk']",77
oofoe,"['chillhop', 'lo-fi beats']",42
Magic Man,"['indie poptimism', 'modern alternative rock', 'modern rock', 'shimmer pop']",41
Denzel Curry,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'underground hip hop']",71
LOONA/yyxy,['k-pop girl group'],42
quami.xyz,['canadian contemporary r&b'],7
Ski Mask The Slump God,"['miami hip hop', 'rap']",75
Silk City,['edm'],55
Smino,"['hip hop', 'rap', 'underground hip hop']",71
Flavors,"['chillhop', 'lo-fi beats']",37
illuminati hotties,"['bubblegrunge', 'indie pop', 'indie punk', 'indie rock']",41
Rooney,['modern power pop'],42
Yaeji,"['alternative r&b', 'art pop', 'escape room', 'experimental house']",49
Blood Orange,"['alternative r&b', 'art pop', 'chillwave', 'indie soul', 'metropopolis']",61
Sälen,['uk alternative pop'],17
Lokoy,['modern alternative pop'],29
dwilly,[],39
ROSALÍA,['r&b en espanol'],84
Waka Flocka Flame,"['atl hip hop', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",65
ASTR,"['indie poptimism', 'vapor pop']",32
Saib,"['chillhop', 'japanese chillhop']",56
Phony Ppl,"['alternative r&b', 'indie r&b', 'indie soul']",51
Eartha Kitt,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",59
Quay Dash,"['alternative r&b', 'escape room', 'lgbtq+ hip hop', 'transpop', 'trap queen']",31
Faye Webster,"['atlanta indie', 'indie pop']",62
Banoffee,"['australian pop', 'australian r&b']",29
Maple Syrup,"['chillhop', 'jazz boom bap', 'lo-fi jazzhop']",43
SPEECHLESS,"['japanese chillhop', 'lo-fi beats', 'lo-fi chill']",50
Benét,[],36
Daniel Olsén,['indie game soundtrack'],38
Gabriel Sayer,[],29
Teen Suicide,"['indie pop', 'lo-fi emo', 'lo-fi indie']",55
TreeHouse 707,[],9
Jai Wolf,"['edm', 'electropop', 'future bass', 'pop dance', 'pop edm', 'tropical house', 'vapor twitch']",53
Dreamgirl,"['indie garage rock', 'kc indie']",46
And The Kids,"['bubblegrunge', 'western mass indie']",35
Anatolian Lover,[],20
Molagon,[],5
Rasmus Faber,"['deep house', 'japanese jazztronica']",39
Pretty Boy Aaron,['bedroom soul'],44
S I M,[],35
Patty Griffin,"['alternative country', 'ectofolk', 'folk', 'indie folk', 'lilith', 'new americana', 'roots rock', 'singer-songwriter', ""women's music""]",47
softy,['lo-fi beats'],64
eery,['lo-fi beats'],42
Ricardo Schneider,"['focus beats', 'lo-fi brasileiro']",48
BANKS,['electropop'],59
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",82
St. Vincent,"['art pop', 'electropop', 'etherpop', 'indie pop', 'indie rock', 'metropopolis']",63
VIC MENSA,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",59
Tennis,"['art pop', 'chillwave', 'denver indie', 'indie pop', 'indie rock', 'indie surf']",53
Flume,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",71
.Sinh,"['chillhop', 'lo-fi beats', 'lo-fi jazzhop']",37
Bree Runway,"['alternative r&b', 'dance pop', 'electropop', 'escape room', 'pop', 'post-teen pop', 'r&b', 'rap']",53
Rejjie Snow,"['indie soul', 'irish hip hop', 'rap', 'underground hip hop']",59
Raavi,[],17
Saint Motel,"['la indie', 'modern alternative rock', 'modern rock', 'rock']",62
Jessica Curry,"['indie game soundtrack', 'orchestral soundtrack', 'video game music']",41
JAWNY,"['bedroom pop', 'indie pop']",62
Two Door Cinema Club,"['indietronica', 'irish rock', 'modern rock', 'northern irish indie', 'rock']",67
Slayyyter,"['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'pink noise', 'pop', 'proto-hyperpop', 'viral rap']",54
Kev Brown,"['alternative hip hop', 'jazz boom bap']",30
Juan Rios,"['chillhop', 'lo-fi beats']",52
Tangerine,['seattle indie'],12
Mudi,[],0
Pixies,"['alternative rock', 'boston rock', 'modern rock', 'permanent wave', 'rock']",70
nikom,['lo-fi beats'],15
Panic! At The Disco,['modern rock'],77
Blueface,"['cali rap', 'trap']",67
Cam,[],0
Peter Kuli,[],29
Louis Tomlinson,"['pop', 'post-teen pop']",75
EXES,"['alt z', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'la pop']",40
TRUU,[],31
Destiny's Child,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']",70
Sigala,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",73
Tahoma,"['lo-fi chill', 'sad lo-fi']",31
Blossom Caldarone,['uk alternative pop'],29
Rebecca Black,"['electropop', 'escape room', 'hyperpop', 'pop', 'post-teen pop']",47
Deaton Chris Anthony,[],39
afternoon,['lo-fi beats'],33
